"What was the rationale behind the placement and order of the outputs for the superior planets in the Antikythera Mechanism, and how did this influence the design and assembly of the planetary mechanisms on the Superior Planet Plate?","The rationale behind the placement and order of the outputs for the superior planets in the Antikythera Mechanism was based on achieving accuracy in representing the planetary positions. The order of the outputs was determined by the period relations chosen for each planet, with the largest fixed gear for Jupiter, followed by Saturn and Mars. The output gears were arranged in the order Saturn, Jupiter, Mars to reflect the planetary order of the pointers on the mechanism. This influenced the design and assembly of the planetary mechanisms on the Superior Planet Plate by ensuring that the gears and tubes were arranged in a specific order to accurately represent the planetary positions as observed from Earth. Tony Freeth and Alexander Jones. 2012. The Cosmos in the Antikythera Mechanism. ISAW Papers, 4."
"How did the bridges for the superior planet mechanisms vary in height and design, and what mechanical constraints influenced the positioning of Saturn, Jupiter, and Mars in the assembly of the Antikythera Mechanism?","The bridges for the superior planet mechanisms in the Antikythera Mechanism were designed to vary in height to accommodate the different planetary mechanisms for Saturn, Jupiter, and Mars. The positioning of these planets in the assembly was influenced by mechanical constraints related to the fixed gear sizes and the output gears. The fixed gear for Jupiter was the largest, and the order of the fixed inputs from front to back was Jupiter, Saturn, Mars. The output gears, from front to back, were Saturn, Jupiter, Mars. This arrangement was chosen to reflect the planetary order of the pointers on the mechanism. The different orders of the fixed sub-plate gears and the output gears were not a problem but required mechanical arrangements to ensure the output gear was at the right level. The constraints of the output tube system also played a role in determining the positioning of the planets in the assembly. Tony Freeth and Alexander Jones. 2012. The Cosmos in the Antikythera Mechanism. ISAW Papers, 4."
How does the Syriac text portray Hercules and his actions in relation to the Pillars of Hercules?,"The Syriac text mentions Hercules in relation to the Pillars of Hercules, specifically referring to the great labor, monetary expense, and effort he put into setting up these columns to ensure his memory would not be forgotten. The text describes how boats rush at the whirlpool of the sea near the Pillars and cannot return, highlighting the challenges Hercules faced. It also mentions Hercules' enduring of great labor and the humiliation of a great people. The text emphasizes the importance of leaving a memory through effort and action. A. McCollum. (2012). “A Syriac Fragment from ‘The Cause of All Causes’ on the Pillars of Hercules.” ISAW Papers 5."
What sources and references are mentioned in the footnotes of the article of Adam McCollum about the pillar of Hercules that provide further context and background information?,"The sources and references mentioned in the footnotes of the article are:

1. Adam McCollum, The Syriac De Mundo: Translation, Commentary, and Analysis of Translation Technique
2. Jean-Baptiste Chabot, Iacobi Edesseni Hexaemeron
3. Arthur Adolphe Vaschalde, trans., Iacobi Edesseni Hexaemeron
4. Marina Greatrex, Memre One, Two, and Four of the Hexaemeron of Jacob of Edessa
5. Marina Wilks, “Jacob of Edessa’s Use of Greek Philosophy in his Hexaemeron”
6. Hidemi Takahashi, Aristotelian Meteorology in Syriac: Barhebraeus, Butyrum Sapientiae, Books of Mineralogy and Meteorology
7. A. Schulten, “Die Säulen des Herakles”
8. James S. Romm, The Edges of Earth in Ancient Thought
9. Witold Witakowski, “Geographical Knowledge of the Syrians”

These sources provide further context and background information related to the topics discussed in the article. A. McCollum. (2012). “A Syriac Fragment from ‘The Cause of All Causes’ on the Pillars of Hercules.” ISAW Papers 5."
What are some specific projects discussed in the article related to Linked Open Data in the ancient world?,"Some specific projects discussed in the article related to Linked Open Data in the ancient world include:

1. Linked Open Bibliographies in Ancient Studies
2. Linked Data in the Perseus Digital Library
3. Herculaneum Graffiti Project
4. The Homer Multitext and RDF-Based Integration
5. Moving the Ancient World Online Forward
6. Linked Open Data and the Ur of the Chaldees Project
7. ISAW Papers: Towards a Journal as Linked Open Data
8. Beyond Maps as Images at the Ancient World Mapping Center
9. Open Context and Linked Data
10. Geolat: Geography for Latin Literature
11. The Europeana Network of Ancient Greek and Latin Epigraphy (EAGLE)
12. Bryn Mawr Classical Review
13. Byzantine Cappadocia: Small Data and the Dissertation
14. Coinage and Numismatic Methods. A Case Study of Linking a Discipline
15. Exploring an Opportunity to Link the Dead in Ancient Rome
16. RAM 3D Web Portal
17. Assessing the Suitability of Existing OWL Ontologies for the Representation of Narrative Structures in Sumerian Literature
18. Berkeley Prosopography Services
19. Linking Portable Antiquities to a wider web
20. Pompeii Bibliography and Mapping Resource
21. It’s about time: Historical Periodization and Linked Ancient World Data
22. Publishing Archaeological Linked Open Data: From Steampunk to Sustainability
23. Mining Citations, Linking Texts
24. Linked Data and Ancient Wisdom
25. Linked Open Data for the Uninitiated
26. Pelagios
27. Linked data and the future of cuneiform research at the British Museum
28. Integrating Historical-Geographic Web-Resources
29. Moving from Cross-Collection Integration to Explorations of Linked Data Practices in the Library of Antiquity at the Royal Museums of Art and History, Brussels  ,""Current Practice in Linked Open Data for the Ancient World"" ISAW Papers, vol. 7, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/."
"What is the goal of the editors in publishing the articles in ISAW Papers 7, and what time period do these articles mostly relate to?","The goal of the editors in publishing the articles in ISAW Papers 7 is to showcase a wide range of styles and approaches that were present at the LAWDI meetings. They aim to provide a written record of the diverse discussions and ongoing work presented during the face-to-face events. These articles mostly relate to the state of affairs in late 2013.  2014,""Prologue and Introduction"" ISAW Papers, vol. 7.1, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/elliott-heath-muccigrosso/."
"What are the works cited in the article, and how do they relate to the content discussed in the Perseus Digital Library?","The works cited in the article are:

1. Blackwell, Christopher and Neel Smith (2012). An overview of the CTS URN notation.
2. Heath, Tom and Christian Bizer (2011). Linked Data: Evolving the Web into a Global Data Space.

These works are related to the content discussed in the Perseus Digital Library as they provide foundational information and standards for the implementation of Linked Data practices, specifically in relation to the use of Canonical Text Services (CTS) URNs and the broader concept of Linked Data. The Perseus Digital Library is working towards making its data available according to the best practices outlined in these works, ensuring stable URIs, proper dereferencing, and compliance with Linked Data standards.  2014,""Linked Data in the Perseus Digital Library"" ISAW Papers, vol. 7.3, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/almas-babeu-krohn/."
What challenges are faced in terms of efficiency and scalability in the current implementation of the project?,"The challenges faced in terms of efficiency and scalability in the current implementation of the project include inefficiency in the middle layers between the CITE Service and the SPARQL endpoint. It takes 10 SPARQL queries to retrieve and re-assemble one citation-node of a text, which may not scale well when the SPARQL server is hosting millions of statements. This inefficiency could require a more efficient solution that works directly with URNs at query time or a client that connects to a SPARQL endpoint using web sockets to address the I/O bottleneck. The value of having cleanly separated concerns—data, integration, storage, services, applications—will become more apparent as the project scales.  2014,""The Homer Multitext and RDF-Based Integration"" ISAW Papers, vol. 7.5, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/blackwell-smith/."
Where can researchers access the data and source code related to the Homer Multitext project?,"Researchers can access the data and source code related to the Homer Multitext project from the following URLs:

1. Direct download of archived images: http://amphoreus.hpcc.uh.edu
2. Nexus Repository for versioned artifacts: http://beta.hpcc.uh.edu/nexus/index.html
3. HMT-XML working repository for project data: https://github.com/neelsmith/hmtarchive
4. CITE-Manager for integrating, testing, and building RDF from project data: https://github.com/neelsmith/citemgr
5. CITE-Servlet for CITE/CTS Services implemented as a Java servlet, querying a SPARQL endpoint: https://github.com/neelsmith/citeservlet
6. CITEKit for resolving CITE/CTS URNs to their objects via AJAX in HTML: https://bitbucket.org/Eumaeus/citekit

Researchers can freely access all the data and source code related to the Homer Multitext project from these links.  2014,""The Homer Multitext and RDF-Based Integration"" ISAW Papers, vol. 7.5, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/blackwell-smith/."
How has the library integrated digital resources into its collections?,"The library of the Institute for the Study of the Ancient World has integrated digital resources into its collections by developing digital resources as a fundamental component of its collections. They have partnered with the NYU Library's Digital Library Technology Services team and ISAW's own Digital Programs department to acquire, describe, catalog, and make accessible a growing global corpus of digital scholarly resources. They have also launched initiatives like AWOL (The Ancient World Online) to index and describe digital and digitized antiquity, making these resources available to a wide audience through various publication channels. Additionally, they are seeking to enhance their current processes by using tools like Zotero to capture, annotate, and synchronize web resources for publication, thereby creating new dissemination channels for a broader set of audience use cases.  2014,""Moving the Ancient World Online Forward"" ISAW Papers, vol. 7.6, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/elliott-jones."
What are the key concerns regarding the accessibility of digital scholarly resources mentioned in the article?,"The key concerns regarding the accessibility of digital scholarly resources mentioned in the article include the identification, description, cataloging, and accessibility of the growing global corpus of digital scholarly resources for the widest possible audiences. The article discusses the tension with traditional library practices due to much of the material appearing on the open web, outside established library acquisition and cataloging channels. The need for an easy way to capture and describe digital resources anywhere on the open web that integrates smoothly with existing and emerging library systems, standard scholarly research management software, and public-facing websites is highlighted as a concern.  2014,""Moving the Ancient World Online Forward"" ISAW Papers, vol. 7.6, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/elliott-jones."
What formats will the data be published in to ensure accessibility and interoperability with other linked data on the web?,"The data from the Ur of the Chaldees Project will be published in stable URIs and RDF/XML, JSON, and/or other machine-readable references. It will be connected to some version of ArchaeoML and/or CIDOC-CRM wherever possible. The goal is to emulate the format used by Open Context. William B. Hafford 2014,""Linked Open Data and the Ur of the Chaldees Project"" ISAW Papers, vol. 7.7, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/hafford/."
How has the project been funded and what are the future funding plans?,"The project was initially funded by Fondazione Compagnia di San Paolo, a bank foundation, in 2013. Moving forward, the Geolat research group planned to search for new EU calls under the EU research framework ""Horizon 2020"" starting in January 2014. Private funding was also going to be sought. Maurizio Lana 2014,""Geolat: Geography for Latin Literature"" ISAW Papers, vol. 7.11, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/lana/."
How does EAGLE plan to make connections within its Best Practice Network (BPN) and with other projects like Wikidata and Wikisource?,"EAGLE plans to make connections within its Best Practice Network (BPN) and with other projects like Wikidata and Wikisource by linking its data to the Linked Ancient World Data to enrich the possibility of discovering scholarly significant connections among scientific databases. Additionally, EAGLE aims to provide stable Trismegistos URIs to each inscription for clear and univocal references that can be used in printed publications, linking outside the web. Furthermore, EAGLE intends to converge all geographical information to Trismegistos Places and link them following the Pelagios Cookbook to Pleiades, expanding the richness of possible links to geographical information exponentially. Pietro Maria Liuzzo 2014,""The Europeana Network of Ancient Greek and Latin Epigraphy (EAGLE)"" ISAW Papers, vol. 7.12, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/liuzzo."
What is the potential benefit of publishing schema.org data for BMCR?,"The potential benefit of publishing schema.org data for BMCR is to enable linking to all formats of a particular book reviewed in BMCR. By using WorldCat identities for books and incorporating them into the schema.org data, it may increase the utility of BMCR's data, allowing for easier access to reviews regardless of the format of the book. Camilla MacKay 2014,""Bryn Mawr Classical Review"" ISAW Papers, vol. 7.13, ."
"What model of publication is currently being followed by publishers of archaeology, according to the text?","Publishers of archaeology are currently following the ""Steampunk model"" of publication, which involves using 21st-century technology to produce 18th-century books and journals in both print and digital editions. These digital editions resemble traditional publications with fixed layouts, columnar text, and actual page-flipping. The communication of information is one-way, with limited linking to external resources and predominantly black-and-white, two-dimensional images. Andrew Reinhard 2014,""Publishing Archaeological Linked Open Data: From Steampunk to Sustainability"" ISAW Papers, vol. 7.23, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/reinhard/."
How does the author suggest that the technology used for linking resources together can be made compliant with Linked Open Data (LOD) principles in the future?,"The author suggests that linking resources together is the first necessary step to LOD compliance. It is hoped that this step will be followed by making the underlying technology compliant with the LOD principles. Matteo Romanello 2014,""Mining Citations, Linking Texts"" ISAW Papers, vol. 7.24, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/romanello/."
What potential benefits did the researchers hope to achieve by using linked data in their study?,"The researchers hoped to achieve benefits such as examining Greek and Arabic collections of 'sayings' in relation to their sources, to each other, and to texts that used them, creating a resource that makes the fullest possible use of links in machine-readable form while also being welcoming for human readers, and potentially leading to a slow steady improvement in accuracy by allowing direct access to referenced texts and identifying incorrect or mistaken references.  2014,""Linked Data and Ancient Wisdom"" ISAW Papers, vol. 7.25, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/roueche-lawrence-lawrence/."
"What are some options for disseminating archaeological datasets mentioned in the text, and how do they differ in terms of accessibility and connectivity?","The text mentions several options for disseminating archaeological datasets:

1. **Institutional Servers**: Projects like the Körös Regional Archaeological Project disseminate information primarily on a subsidiary webpage of The Field Museum. However, this method currently lacks original data and does not score high on the Berners-Lee framework for linked open data.

2. **Online Data Depositories**: Projects like the Shala Valley Project use platforms like the Archaeology Data Service or the Digital Archaeological Record for data dissemination. These depositories provide various types of data like images, non-proprietary database files, scanned field notes, and an interactive GIS, making the data more accessible.

3. **Non-Institutional Websites**: Another option is to have a reliable website of one's own, powered through platforms like WordPress. While data hosting may be limited on these sites, they can still provide a platform for sharing data.

In terms of accessibility and connectivity, institutional servers may lack in providing original data and may not be well-connected to the broader web of linked open data. On the other hand, online data depositories offer a more structured and accessible way to disseminate data, making it easier to connect with other relevant sources. Non-institutional websites provide a middle ground, offering some level of accessibility but may lack the connectivity that depositories can provide. Rebecca M. Seifried 2014,""Linked Open Data for the Uninitiated"" ISAW Papers, vol. 7.26, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/seifried/."
How does the article suggest integrating different data from various web resources in the field of archaeology?,"The article suggests integrating different data from various web resources in the field of archaeology by using the 'Virtual International Authority File' (VIAF) and the 'FOAF Vocabulary' (Friend of a Friend) as basic building blocks. These tools focus on persons as primary entities in virtual communication, allowing for the transversal of disciplinary boundaries and the linking of various resources. Additionally, the integration involves organizing data into graphic representations (area feature types in GIS) and synchronizing different data through foreign-key mapping to correspond with GIS features. This approach aims to create geo-referenced web-resources that allow users to access and work with different types of data simultaneously. Tsoni Tsonev 2014,""Integrating Historical-Geographic Web-resources"" ISAW Papers, vol. 7.29, http://dlib.nyu.edu/awdl/isaw/isaw-papers/7/tsonev/."
"What is unusual about the grip of the sword found in Soknopaiou Nesos, and how does it differ from typical Roman or Roman-influenced sword grips?","The grip of the sword found in Soknopaiou Nesos is unusual because it has a spiral groove that is not commonly seen in typical Roman or Roman-influenced sword grips. This feature is unique and not commonly found in other known examples of sword grips from that time period. P. Davoli and C. Miks. (2015). A New “Roman” Sword from Soknopaiou Nesos (El-Fayyum, Egypt). ISAW Papers, 9."
"How does the design of the moon phase mechanism suggest the presence of additional gears, as proposed by Freeth?","The design of the moon phase mechanism suggests the presence of additional gears proposed by Freeth because the contrate gear found in the mechanism has its teeth pointing away from the center of the cap, which is different from the direction required for Wright's reconstruction. Freeth's proposal involves adding two more gears to connect the contrate gear to a gear fixed on the solar axis, allowing the teeth of the contrate to remain in their extant direction. Additionally, the way the pipe is assembled and disassembled in the mechanism suggests the presence of something in the inner part, blocking the passage of the pipe, which aligns with the need for additional gears in the mechanism. C. Carman and M. Di Cocco. (2016). The moon phase anomaly in the Antikythera Mechanism. ISAW Papers, 11."
"What information about the provenance of P.Berl. 9825 is provided in the article, and how does it contribute to the understanding of the historical context of the horoscope?","The article provides details about the physical aspects of P.Berl. 9825, such as its dimensions and layout. It mentions that the papyrus is currently mounted in four glass frames designated A through D. The parts in A, B, and C were originally continuous, forming an aggregate stretch of roll. The article also discusses the lost parts of the papyrus, like the beginning and the parts related to the Sun and Moon. This information contributes to the understanding of the historical context of the horoscope by giving insights into the physical preservation of the document and the effort required for its reconstruction. It helps in visualizing the structure of the horoscope and understanding the astronomical resources available to the astrologer who produced it. Dorian Greenbaum and Alexander Jones. 2017. 'P.Berl. 9825: An elaborate horoscope for 319 CE and its significance for Greek astronomical and astrological practice' ISAW Papers, 12."
"Who suggested the publication of this article in ISAW Papers, and under what license is the article distributed?",The article was suggested for publication by Alexander Jones as a member of the ISAW faculty. The article is distributed under the terms of the Creative Commons Attribution 4.0 International license. Tables of Synodic Events from -800 to 1650 Using Modern and Almagest Models
"How does the article address the accuracy and reliability of the eclipse predictions made by the Antikythera Mechanism, and what implications does this have for understanding the mechanism's functionality and purpose in ancient astronomy?","The article discusses the accuracy and reliability of the eclipse predictions made by the Antikythera Mechanism by dating the series of computed lunar and solar eclipses inscribed on the Mechanism's Saros Dial to the interval 205-187 BCE. It also presents an argument that the Corinthian Calendar lunisolar cycle and the Panhellenic Games cycle inscribed on the Metonic and Games Dials also had an epoch in 205 BCE. The paper offers a more direct confirmation of the dating of the eclipse sequence and explains the calendrical epoch in the context of Hellenistic calendar regulation and synchronization. This information helps in understanding the Mechanism's functionality as a gearwork chronological-astronomical simulator and its purpose in ancient astronomy, showcasing its advanced capabilities and the synchronization of various astronomical and calendrical cycles. The Epoch Dates of the Antikythera Mechanism
(With an Appendix on its Authenticity)"
"Who are some of the authors contributing to ISAW Papers 18, and what are their areas of expertise?","Some of the authors contributing to ISAW Papers 18 and their areas of expertise are:

1. Gina Konstantopoulos - Expertise in Old Babylonian Literary Texts, focusing on wise women and benevolent magic.
2. Rita Lucarelli - Expertise in Ancient Egyptian Texts, specifically focusing on the magician as a literary figure.
3. Ainsley Hawthorn - Expertise in analyzing sexual and celestial symbolism in ancient texts, specifically in ""Lugalbanda and the Anzu Bird.""
4. Edward Love - Expertise in comparing the narration of magical practices in Setne I and II with the so-called Demotic and Greek Magical Papyri.
5. Mark Roblee - Expertise in the ancient Egyptian pḥ-nṯr oracle and its connection to the ""Mithras Liturgy"" in Late Roman Egypt.
6. Philippe Matthey - Expertise in deciphering the ""Lecanomancy"" in the Alexander Romance, transitioning from cult practice to magical ritual.
7. Gil Renberg - Expertise in Incubation in Demotic Literature.
8. Elena Chepel - Expertise in exploring oracles and post-truth politics in Aristophanes.
9. Lucas Livingston - Expertise in the magical aspects of alcohol in antiquity, focusing on fermentation, intoxication, metamorphosis, and madness.
10. Meredith Warren - Expertise in sensory analysis of divine interaction in Revelation 10:8–10. Franziska Naether. 2020. Cult Practices in Ancient Literatures: Egyptian, Near Eastern and Graeco-Roman Narratives in a Cross-Cultural Perspective. Proceedings of a Workshop at the Institute for the Study of the Ancient World, New York, May 16-17, 2016. ISAW Papers 18."
Who are some of the contributors to the article and what specific topics related to Linked Open Data do they discuss?,"Some of the contributors to the article ""Linked Open Data for the Ancient Mediterranean: Structures, Practices, Prospects"" are:

1. Ryan Horne - Discusses applying Linked Open Data standards.
2. Adam Rabinowitz - Talks about the importance of Linked Open Data in the context of time.
3. Gabriel Bodard - Focuses on Linked Open Data for ancient names and people.
4. Hannah Scates Kettler - Explores Linked Open Data for 3D models and environments.
5. Ethan Gruber and Andrew Meadows - Discuss Numismatics and Linked Open Data.
6. Pietro Maria Liuzzo - Explores Linked Open Data based on La Syntaxe du Codex for manuscripts in Beta maṣāḥǝft.
7. Thomas Koentges, Christopher Blackwell, Gregory Crane, Neel Smith, and James Tauber - Discuss the CITE Architecture and answer questions regarding CTS and CITE.
8. Alison Babeu and Paul Dilley - Focus on Linked Open Data for Greek and Latin authors and works.
9. David Michelson - Talks about using Linked Open Data to model cultural heritage information, specifically focusing on the Syriaca.org Knowledge Graph.
10. Ryan Baumann - Discusses Linked Open Data for Papyrology.
11. Anne Hunnell Chen and Jamie Folsom - Explore Southeastern European Archaeology, Linked Open Data, and the possibilities for archaeological integration.
12. Sebastian Heath - Discusses the applied use of JSON, GeoJSON, JSON-LD, SPARQL, and IPython Notebooks for representing and interacting with small datasets. Sarah E. Bond, Paul Dilley, and Ryan Horne. 2021. Linked Open Data for the Ancient Mediterranean: Structures, Practices, Prospects. ISAW Papers 20."
How are data structures discussed in the article in relation to the study of the ancient world?,"The article discusses data structures in relation to various digital projects related to the ancient Mediterranean world that use Linked Open Data (LOD) or are informed by its principles. The contributions cover a wide variety of geographic regions and forms of evidence within the study of the ancient world. The data structures are discussed in the context of sub-disciplines such as numismatics, manuscripts, authors and works, cultural heritage information, papyrology, archaeology, and small datasets. Sarah E. Bond, Paul Dilley, and Ryan Horne. 2021. Linked Open Data for the Ancient Mediterranean: Structures, Practices, Prospects. ISAW Papers 20."
Where can Sarah Bond's article be accessed for download?,"The article ""Linked Open Data for the Ancient Mediterranean: Structures, Practices, Prospects"" can be accessed for download at the URI: http://hdl.handle.net/2333.1/gqnk9kz2 Sarah E. Bond, Paul Dilley, and Ryan Horne. 2021. Linked Open Data for the Ancient Mediterranean: Structures, Practices, Prospects. ISAW Papers 20."
"How does the Tel Akko Total Archaeology Project assess the suitability of multi-scale 3D field recording in archaeology, as described in the article by Olson et al.?","The Tel Akko Total Archaeology Project assesses the suitability of multi-scale 3D field recording in archaeology by evaluating the effectiveness and practicality of using this method in their archaeological work at Tel Akko, Israel. The project likely discusses the benefits, challenges, and outcomes of implementing multi-scale 3D field recording to document and analyze archaeological artifacts and features at the site. The specific details of this assessment would be outlined in the article by Olson et al. referenced in the context provided. Emily Frank, Sebastian Heath, and Chantal Stein. 2021. “Integration of Photogrammetry, Reflectance Transformation Imaging (RTI), and Multiband Imaging (MBI) for Visualization, Documentation, and Analysis of Archaeological and Related Materials” ISAW Papers 21. http://hdl.handle.net/2333.1/0cfxq0c3"
